524143,Time Lapse Rome 4K,/perftest/hd/timelapse_4K.mp4/700w/timelapse_4K_q3.mp4,/perftest/hd/timelapse_4K.mp4/thumbnails/thumbnail_500w_1.png,timelapse.vtt,40,test0
917944,Taipei Fireworks 4K,/perftest/hd/taipei_fireworks_4K.mp4/700w/taipei_fireworks_4K_q3.mp4,/perftest/hd/taipei_fireworks_4K.mp4/thumbnails/thumbnail_500w_1.png,taipei_fireworks.vtt,43,test1
151827,Puppies 4K,/perftest/hd/PUPPIES_4K.mp4/700w/PUPPIES_4K_q3.mp4,/perftest/hd/PUPPIES_4K.mp4/thumbnails/thumbnail_500w_1.png,puppies.vtt,9,test2
953926,Beautiful Taiwan 4K,/perftest/hd/beauty_taiwan_4K.mp4/700w/beauty_taiwan_4K_q3.mp4,/perftest/hd/beauty_taiwan_4K.mp4/thumbnails/thumbnail_500w_1.png,beauty_taiwan.vtt,9.0,test3
818074,Greece and Norway 4K,/perftest/hd/Greece_Norway_4K.mp4/700w/Greece_Norway_4K_q3.mp4,/perftest/hd/Greece_Norway_4K.mp4/thumbnails/thumbnail_500w_1.png,greece_norway.vtt,900,test4
242599,ChimeiInn 4K,/perftest/hd/ChimeiInn_4K.mp4/700w/ChimeiInn_4K_q3.mp4,/perftest/hd/ChimeiInn_4K.mp4/thumbnails/thumbnail_500w_1.png,chimei_inn.vtt,8,test5
653332,Solar 4K,/perftest/hd/Solar_4K.mp4/700w/Solar_4K_q3.mp4,/perftest/hd/Solar_4K.mp4/thumbnails/thumbnail_500w_1.png,solar.vtt,8,test6
888590,Honey Bees 4K,/perftest/hd/Honeybees_4K.mp4/700w/Honeybees_4K_q3.mp4,/perftest/hd/Honeybees_4K.mp4/thumbnails/thumbnail_500w_1.png,honeybees.vtt,8,test7
697835,Hornet 4K,/perftest/hd/Hornet_4K.mp4/700w/Hornet_4K_q3.mp4,/perftest/hd/Hornet_4K.mp4/thumbnails/thumbnail_500w_1.png,hornet.vtt,8,test8
966431,HD DVD Demo 1080p,/perftest/hd/hddvd_demo_1080p.mkv/700w/hddvd_demo_1080p_q3.mp4,/perftest/hd/hddvd_demo_1080p.mkv/thumbnails/thumbnail_500w_1.png,hddvd.vtt,8,test9
307359,Ski 1080p,/perftest/hd/ski_1080p.mkv/700w/ski_1080p_q3.mp4,/perftest/hd/ski_1080p.mkv/thumbnails/thumbnail_500w_1.png,ski_1080p.vtt,8,test10
152796,Helicopter 720p,/perftest/hd/Helicopter_720p.divx/700w/Helicopter_720p_q3.mp4,/perftest/hd/Helicopter_720p.divx/thumbnails/thumbnail_500w_1.png,helicopter.vtt,8,test11
466269,Gravity Trailer 1080p,/perftest/hd/Gravity_1080p.mp4/700w/Gravity_1080p_q3.mp4,/perftest/hd/Gravity_1080p.mp4/thumbnails/thumbnail_500w_1.png,gravity.vtt,8,test12
501534,Interstellar Trailer 4K,/perftest/hd/Interstellar_4K.mp4/700w/Interstellar_4K_q3.mp4,/perftest/hd/Interstellar_4K.mp4/thumbnails/thumbnail_500w_1.png,interstellar.vtt,8,test13
584756,GoneGirl 4K,/perftest/hd/GoneGirl_4K.mp4/700w/GoneGirl_4K_q3.mp4,/perftest/hd/GoneGirl_4K.mp4/thumbnails/thumbnail_500w_1.png,gonegirl.vtt,8,test14
